OBJECTID,NYCEM_ID,FACILITY_NAME,ADDRESS,BOROUGH,ZIP_CODE,PHONE,HANDICAP_ACCESS,EXTENDED_HOURS,STATUS,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,X,Y,FACILITY_TYPE,Entrance_info,PET_FRIENDLY
668,CC198,Hanac Angelo Petromelis NSC - SENIORS ONLY,13-28 123 St,Queens,11356,(718) 961-0344,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-7p,8:30a-7p,8:30a-7p,8:30a-7p,8:30a-7p,,,1027157.00013,225598.999967,Senior center,,No
669,CC192,Poppenhusen Library,121-23 14 Av,Queens,11356,(718) 359-1102,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,,,1026875.91012,225756.0,Library,,No
674,CC927,Tzu Chi Foundation,137-77 Northern Blvd,Queens,11354,(718) 888-0866 x206,Yes,No,OPEN,10a-4p,10a-4p,10a-4p,10a-4p,10a-4p,10a-4p,10a-4p,1031726.93456,217727.170895,Other,,No
679,CC393,McGoldrick Library,155-06 Roosevelt Av,Queens,11354,(718) 461-1616,Yes,No,OPEN,12p-5p,12p-5p,12p-5p,12p-5p,12p-5p,12p-5p,,1036937.0,217580.0,Library,,No
680,CC077,East Flushing Library,196-36 Northern Blvd,Queens,11358,(718) 357-6643,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1044014.0,215342.0,Library,,No
681,CC076,Auburndale-Clearview Library,25-55 Francis Lewis Blvd,Queens,11358,(718) 352-2027,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1040654.0,221228.0,Library,,No
683,CC078,Bay Terrace Library,18-36 Bell Blvd,Queens,11360,(718) 423-7004,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,,,1046013.0,224422.0,Library,,No
684,CC963,NYC Vaccine Hub - Korean Community Services,203-05 32nd Ave,Queens,11361,,Yes,No,OPEN,9a-7p,9a-7p,9a-7p,9a-7p,9a-7p,9a-7p,9a-7p,1043346.11441,220228.948043,Other,,No
687,CC292,Kew Gardens Hills Library,71-34 Main St,Queens,11367,(718) 261-6654,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1033505.01853,204152.919391,Library,,No
690,CC173,Hillcrest Library,187-05 Union Turnpike,Queens,11366,(718) 454-2786,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1044689.0,205029.0,Library,,No
691,CC301,Bayside Library,214-20 Northern Blvd,Queens,11361,(718) 229-1834,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1048413.0,216287.0,Library,,No
693,CC303,CCNS Bayside NSC - SENIORS ONLY,221-15 Horace Harding Exwy,Queens,11364,(718) 225-1144,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,9:30a-4p,,1051649.00003,212566.000115,Senior center,,No
695,CC551,Windsor Park Library,79-50 Bell Boulevard,Queens,11364,(718) 468-8300,Yes,No,OPEN,12p-8p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1051958.40238,206964.378765,Library,,No
696,CC503,Douglaston-Little Neck Library,249-01 Northern Blvd,Queens,11362,(718) 225-8414,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,,,1056779.0,219229.0,Library,,No
697,CC1051,Petco Little Neck - Pet Friendly,25451 Horace Harding Expy,Queens,11362,(718) 225-0342,Yes,No,OPEN,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,10a-7p,1060191.0,218094.0,Other,,Yes
698,CC504,North Hills Library,57-04 Marathon Pkwy,Queens,11362,(718) 225-3550,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,,,1058554.0,216055.0,Library,,No
699,CC195,Samuel Field NSC - SENIORS ONLY,58-20 Little Neck Pkwy,Queens,11362,(718) 225-6750,Yes,No,OPEN,8a-6p,8a-6p,8a-6p,8a-6p,8a-6p,,,1060912.95165,216576.582645,Senior center,,No
700,CC295,Bellerose Library,250-06 Hillside Av,Queens,11426,(718) 831-8644,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1062647.0,207233.0,Library,,No
701,CC1023,P.S. 097 Forest Park,85-52 85 STREET,Queens,11421,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,,1023066.0,192236.0,School,,No
702,CC181,Woodhaven Library,85-41 Forest Pkwy,Queens,11421,(718) 849-1010,Yes,No,OPEN,12p-8p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1022662.0,192339.0,Library,,No
704,CC1022,P.S. 064 Joseph P. Addabbo,82-01 101 AVENUE,Queens,11416,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,,1023925.0,187748.0,School,,No
708,CC388,Richmond Hill Library,118-14 Hillside Av,Queens,11418,(718) 849-7150,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1030935.0,194626.0,Library,,No
709,CC190,CCNS Ozone Park NSC - SENIORS ONLY,103-02 101 Av,Queens,11416,(718) 847-2100,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1028803.00012,189093.000145,Senior center,Entrance on 103rd Street,No
711,CC069,Briarwood Library,85-12 Main St,Queens,11435,(718) 658-1680,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1034302.10071,198000.761779,Library,,No
713,CC297,Jamaica Citadel Corps Comm Center,90-23 161 St,Queens,11432,(862) 438-1598,Yes,Hours may be extended during a heat emergency.,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,1040053.0,196162.0,Community center,,No
714,CC070,Central Library,89-11 Merrick Blvd,Queens,11411,(718) 990-0700,Yes,No,OPEN,10a-8p,10a-8p,10a-8p,10a-8p,10a-6p,10a-5p,,1041166.0,197224.0,Library,,No
720,CC1025,P.S. 035 Nathaniel Woodhull,191-02 90 Avenue,Queens,11423,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,,1048319.0,199288.0,School,,No
721,CC499,Hollis Library,202-05 Hillside Av,Queens,11423,(718) 465-7355,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1050144.0,201717.0,Library,,No
722,CC180,JASA Holliswood NSC - SENIORS ONLY,86-25 Francis Lewis Blvd,Queens,11427,(718) 454-6157,Yes,Hours may be extended during a heat emergency.,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,1049441.99985,203521.00016,Senior center,,No
724,CC500,St Albans Library,191-05 Linden Blvd,Queens,11412,(718) 528-8196,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1050774.0,191665.0,Library,,No
726,CC1024,P.S. 100 Glen Morris,111-11 118 Street,Queens,11420,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,,1033744.0,186992.0,School,,No
727,CC074,South Ozone Park Library,128-16 Rockaway Blvd,Queens,11420,(718) 529-1660,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1037152.0,185170.0,Library,,No
733,CC498,Rochdale Village Library,169-09 137 Av,Queens,11434,(718) 723-4440,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1047880.97116,184515.611514,Library,,No
736,CC397,Snap Brookville NSC - SENIORS ONLY,133-33 Brookville Blvd ,Queens,11422,(718) 525-8899,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1058662.00011,185127.999873,Senior center,Program lower level,No
737,CC179,Robert Couche NSC - SENIORS ONLY,137-57 Farmers Blvd,Queens,11434,(718) 978-8352,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1049747.18264,184406.845803,Senior center,,No
739,CC175,Laurelton Library,134-26 225 St,Queens,11413,(718) 528-2822,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1054808.0,185984.0,Library,,No
741,CC177,Rosedale Library,144-20 243 St,Queens,11422,(718) 990-8605,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,,,1056393.0,179832.0,Library,,No
743,CC184,Howard Beach Library,92-06 156 Av,Queens,11414,(718) 641-7086,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,,,1028140.0,181157.0,Library,,No
745,CC390,Broad Channel Library,16-26 Crossbay Blvd,Queens,11693,(718) 318-4943,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,,,1034218.89343,158185.575223,Library,,No
747,CC224,Sorrentino Recreation Center,18-48 Cornaga Av,Queens,11691,(718) 471-4818,Yes,No,OPEN,9a-10p,9a-10p,9a-10p,9a-10p,9a-10p,9a-5p,,1053286.86248,158854.706807,Community center,,No
748,CC225,JASA Roy Reuther NSC - SENIORS ONLY,7-11C Seagirt Avenue,Queens,11691,(718) 471-3110,Yes,Hours may be extended during a heat emergency.,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,1055922.00002,156276.000162,Senior center,Apt 2N,No
752,CC223,Arverne Library,312 Beach 54 St,Queens,11692,(718) 990-5157,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1044218.0,155422.0,Library,,No
753,CC640,Beach 41st Community Center,426 Beach 40th Street,Queens,11691,(347) 246-9759,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,1047640.93357,156696.756866,Cornerstone Program,,No
755,CC227,CCNS Seaside NSC - SENIORS ONLY,320 Beach 94 St,Queens,11693,(347) 926-4119,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1035089.67948,153343.469282,Senior center,,No
756,CC548,Peninsula Library,92-25 Rockaway Beach Blvd,Queens,11693,(718) 634-1110,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1035340.59466,152766.761446,Library,,No
758,CC228,JASA Rockaway Park NSC - SENIORS ONLY,106-20 Shore Front Pkwy,Queens,11694,(718) 634-3044,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1032271.71497,151135.1361,Senior center,,No
761,CC287,Maspeth Library,69-70 Grand Av,Queens,11378,(718) 639-5228,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1013876.76826,204165.962087,Library,,No
763,CC385,Middle Village Library,72-31 Metropolitan Av,Queens,11379,(718) 326-1390,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,,,1017277.0,199039.0,Library,,No
766,CC630,Astoria Community Center,4-05 Astoria Blvd,Queens,11102,(347) 813-4452,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,1002607.14634,221035.619986,Cornerstone Program,,No
767,CC213,HANAC Ravenswood NSC - SENIORS ONLY,34-35A 12 St ,Queens,11106,(718) 786-1550,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1001760.6418,217251.274865,Senior center,Entrance in the rear of the building,No
769,CC012,Woodside,50-19 Broadway,Queens,11377,(718) 784-6173,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,1009099.95139,214472.327592,Cornerstone Program,,No
774,CC298,Allen Community NSC - SENIORS ONLY,166-01 Linden Blvd,Queens,11434,(718) 658-0980,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1044425.77432,190870.111092,Senior center,,No
778,CC639,Ocean Bay Community Center,57-10 Beach Channel Drive,Queens,11692,(718) 577-5260,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,1043270.85143,156162.622108,Cornerstone Program,,No
779,CC513,Sunnyside Community NSC - SENIORS ONLY,43-31 39 St,Queens,11104,(718) 784-6173,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,,1004859.10936,210743.853496,Senior center,,No
780,CC062,East Elmhurst Library,95-06 Astoria Blvd,Queens,11369,(718) 424-2619,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1019189.0,217071.0,Library,,No
783,CC164,CCNS Catherine Sheridan NSC - SENIORS ONLY,35-24 83 St,Queens,11372,(718) 458-4600,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,,1016405.90188,213086.293037,Senior center,,No
787,CC932,Hillcrest NSC - SENIORS ONLY,91-34 182nd Pl,Queens,11423,(718) 217-0126,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1046249.13124,197553.999955,Senior center,Cooling area on second floor and elevator for use,No
789,CC1044,Petco Jackson Heights - Pet Friendly,7507 31 Ave,Queens,11370,(718) 446-1061,Yes,No,OPEN,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,1014212.0,216076.0,Other,,Yes
790,CC197,KCS Flushing NSC - SENIORS ONLY,42-15 166 St ,Queens,11358,(718) 886-8203,Yes,No,OPEN,8:30a-5p,8:30a-5p,8:30a-5p,8:30a-5p,8:30a-5p,,,1039626.00013,215868.000072,Senior center,Basement,No
791,CC296,Glen Oaks Library,256-04 Union Turnpike,Queens,11004,(718) 831-8636,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1063131.2547,211013.246199,Library,,No
792,CC174,South Hollis Library,204-01 Hollis Av,Queens,11412,(718) 465-6779,Yes,No,OPEN,12p-5p,12p-5p,12p-5p,12p-5p,12p-5p,12p-5p,,1052508.0,196953.0,Library,,No
793,CC191,Howard Beach NSC - SENIORS ONLY,155-55 Cross Bay Blvd,Queens,11414,(718) 738-8100,Yes,Hours may be extended during a heat emergency.,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,1028591.99989,181589.000061,Senior center,Entrance on 156th Avenue,No
798,CC1052,Petco Fresh Meadows Queens Unleashed - Pet Friendly,61-23 190 St,Queens,11365,(718) 454-3259,Yes,No,OPEN,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,10a-7p,1044060.0,209103.0,Other,,Yes
799,CC172,Fresh Meadows Library,193-20 Horace Harding Exwy,Queens,11365,(718) 454-7272,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1044608.0,209515.0,Library,,No
804,CC515,Long Island City Library,37-44 21 St,Queens,11101,(718) 752-3700,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1001084.75757,215362.667374,Library,,No
807,CC176,Cambria Heights Library,218-13 Linden Blvd,Queens,11411,(718) 528-3535,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1056023.928,192848.144026,Library,,No
808,CC1050,Petco College Point - Pet Friendly,13311 20 Ave,Queens,11356,(718) 321-1295,Yes,No,OPEN,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,10a-7p,1029812.0,224518.0,Other,,Yes
809,CC961,Mass Vaccination Site - Citi Field,36-2 Seaver Way,Queens,11368,,Yes,No,OPEN,10a-10p,10a-10p,10a-10p,10a-10p,10a-10p,10a-10p,10a-10p,1027176.92004,214942.848051,Other,,No
811,CC214,HANAC Harmony JVL ISC - SENIORS ONLY,27-40 Hoyt Av South,Queens,11102,(718) 626-3035,Yes,No,OPEN,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,9:30a-1p,,1006618.44672,220245.270517,Senior center,Entrance at 29th St,No
815,CC553,Elmhurst Library,86-07 Broadway,Queens,11373,(718) 271-1020,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1018392.09577,208385.337921,Library,,No
816,CC1036,Hunters Point Library,47-40 Center Blvd,Queens,11109,(718) 990-4150,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,995687.0,210878.0,Library,,No
818,CC1046,Petco Rego Park - Pet Friendly,6135 Junction Blvd,Queens,11374,(718) 289-1000,Yes,No,OPEN,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,1022210.0,206404.0,Other,,Yes
819,CC237,St George Center Library,5 Central Av,Staten Island,10301,(718) 442-8560,Yes,No,OPEN,10a-7p,10a-7p,10a-7p,10a-7p,10a-5p,10a-5p,,962981.004092,173051.052765,Library,,No
821,CC304,West New Brighton Library,976 Castleton Av,Staten Island,10310,(718) 442-1416,Yes,No,OPEN,11a-6p,11a-6p,11a-6p,11a-6p,10a-5p,10a-5p,,952379.276224,170479.90785,Library,,No
822,CC443,Stapleton Corps Comm Center,15 Broad St,Staten Island,10304,(718) 448-8480,No,Hours may be extended during a heat emergency.,OPEN,9a-2p,9a-2p,9a-2p,9a-2p,9a-2p,,,963243.0,167268.0,Community center,,No
823,CC202,Stapleton,132 Canal St,Staten Island,10304,(718) 727-0427,Yes,No,OPEN,11a-7p,11a-7p,11a-7p,11a-7p,10a-5p,10a-5p,,962641.393575,167447.096724,Library,,No
826,CC410,Dongan Hills Library,1617 Richmond Rd,Staten Island,10304,(718) 351-1444,Yes,No,OPEN,11a-6p,11a-6p,11a-6p,11a-6p,10a-5p,10a-5p,,956164.0,154377.0,Library,,No
828,CC200,Anderson NSC - SENIORS ONLY,120 Anderson Av ,Staten Island,10302,(718) 448-5757,Yes,Hours may be extended during a heat emergency.,OPEN,7a-3p,7a-3p,7a-3p,7a-3p,7a-3p,,,946913.999857,170547.000163,Senior center,Program located in the basement,No
833,CC507,Todt Hill-Westerleigh Library,2550 Victory Blvd,Staten Island,10314,(718) 494-1642,Yes,No,OPEN,10a-7p,10a-7p,10a-7p,10a-7p,10a-5p,10a-5p,,943056.205024,161401.528979,Library,,No
835,CC203,New Lane Neighborhood NSC - SENIORS ONLY,70 New Ln,Staten Island,10305,(718) 448-5936,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,967116.443376,162666.530688,Senior center,,No
837,CC409,New Dorp Library,309 New Dorp La,Staten Island,10306,(718) 351-2977,Yes,No,OPEN,10a-7p,10a-7p,10a-7p,10a-7p,10a-5p,10a-5p,,953141.0,147658.0,Library,,No
840,CC306,Richmondtown Library,200 Clarke Av,Staten Island,10306,(718) 668-0413,Yes,No,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,10a-5p,,945751.063141,145714.769744,Library,,No
842,CC305,Great Kills Library,56 Giffords La,Staten Island,10308,(718) 984-6670,Yes,No,OPEN,11a-6p,11a-6p,11a-6p,11a-6p,10a-5p,10a-5p,,942270.222262,140577.739057,Library,,No
845,CC1028,Tottenville High School,100 Luten Avenue,Staten Island,10312,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,,930452.0,131811.0,School,,No
846,CC205,Huguenot Park Library,830 Huguenot Av,Staten Island,10312,(718) 984-4636,Yes,No,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,10a-5p,,930527.0,133910.0,Library,,No
847,CC430,Tottenville Library,7430 Amboy Rd,Staten Island,10307,(718) 984-0945,Yes,No,OPEN,11a-6p,11a-6p,11a-6p,11a-6p,10a-5p,10a-5p,,916371.111067,124998.000091,Library,,No
848,CC081,West Brighton,230 Broadway,Staten Island,10310,(718) 682-1681,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,951560.270833,170987.729167,Cornerstone Program,,No
855,CC447,Stapleton Neighborhood NSC - SENIORS ONLY,189 Gordon St,Staten Island,10304,(718) 981-8828,No,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,961427.251998,166268.682932,Senior center,,No
857,CC444,Todt Hill,255 Westwood Av,Staten Island,10314,(718) 513-8117,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,951225.975462,160360.063571,Cornerstone Program,,No
859,CC201,Mariners Harbor Library,206 South Av,Staten Island,10303,(212) 621-0690,Yes,No,OPEN,11a-7p,11a-7p,11a-7p,11a-7p,10a-5p,10a-5p,,938038.415752,170529.686655,Library,,No
863,CC238,South Beach Library,21-15 Robin Rd,Staten Island,10305,(718) 816-5834,Yes,No,OPEN,11a-7p,11a-7p,11a-7p,11a-7p,10a-5p,10a-5p,,966760.521617,156349.51797,Library,,No
869,CC558,Ocean Breeze Athletic Complex,625 Father Capodanno Blvd,Staten Island,10305,(718) 351-7923,Yes,No,OPEN,5:30a-7:30p,5:30a-7:30p,5:30a-7:30p,5:30a-7:30p,6:30a-1:30p,6:30a-1:30p,6:30a-1:30p,963365.346219,151716.255673,Community center,,No
871,CC1047,Petco Staten Island - Pet Friendly,165 Bricktown Way Suite 1C,Staten Island,10309,(718) 569-3011,Yes,No,OPEN,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,10a-7p,920287.0,132623.0,Other,,Yes
