X,Y,LINE,NAME,DISTRICT,SECTOR,STATION_ID,NOTE
1008614,221655,"N,W","Ditmars Boulevard / Astoria","20","",1,"N-all times, W part time"
997607,222676,"Q","86 Street","04","",476,"Q-all times"
1006001,218645,"N,W","30 Avenue","20","",3,"N-all times, W part time"
1004799,216696,"N,W","Broadway","20","",4,"N-all times, W part time"
1003681,214877,"N,W","36 Avenue","20","",5,"N-all times, W part time"
987916,214202,"N,Q,R,W","42 Street / Times Square","01","",11,"N,Q-all times, R-all times exc nights, W part time"
987382,210866,"N,R","28 Street","04","",13,"N-all times, R-all times exc nights, part time"
986872,207375,"N,Q,R,W","14 Street / Union Square","04","",15,"N,Q-all times, R-all times exc nights"
984887,203169,"N,R","Prince Street","04","",17,"N-all times, Q-nights, R-all times exc nights"
983958,201160,"N,Q","Canal Street","02","",19,"N-all times, Q-weekdays and evenings"
981164,198136,"R,W","Cortlandt Street","02","",21,"N-nights, R-all other times"
980644,195450,"R,W","Whitehall Street / South Ferry","02","",23,"N-nights, R-all other times"
988117,191484,"R","Jay Street / Metrotech","30","A",25,"N-nights, R-all other times"
990127,188355,"D,N,R","Pacific Street / Atlantic Avenue / Barclays Center","32","",27,"D,N-all times, R-all times exc nights"
987495,183684,"R","4 Avenue / 9 Street","32","",29,"D,N-nights, R-all other times"
984780,179877,"R","25 Street","32","",31,"D,N-nights, R-all other times"
981473,175702,"N,R","45 Street","34","",33,"N-nights, R-all times, skips nights northbound"
979288,172942,"N,R","59 Street","34","",35,"N,R-all times"
977169,168709,"R","77 Street","34","",37,"R-all times"
975678,163930,"R","95 Street / Bay Ridge","34","",39,"R-all times"
991780,185964,"B,Q","7 Avenue","32","",41,"B-weekdays and evenings, Q-all times"
994945,177940,"Q","Parkside Avenue","32","",43,"Q-all times"
994141,173870,"Q","Beverley Road","32","",45,"Q-all times"
994604,170678,"B,Q","Newkirk Avenue","34","",47,"B-weekdays and evenings, Q-all times"
995161,166991,"Q","Avenue J","34","",49,"Q-all times"
996020,161023,"B,Q","Kings Highway","34","",51,"B-weekdays and evenings, Q-all times"
996725,156171,"Q","Neck Road","34","",53,"Q-all times"
994986,149754,"B,Q","Brighton Beach","34","",55,"B-weekdays and evenings, Q-all times"
990929,149142,"Q,F","West 8 Street / NY Aquarium","34","",57,"F,Q-all times"
985790,174808,"D","9 Avenue","34","",59,"D-all times"
985732,171083,"D","50 Street","34","",61,"D-all times"
985122,167427,"D","62 Street","34","",63,"D-all times"
984088,162667,"D","79 Street","34","",65,"D-all times"
984757,159577,"D","20 Avenue","34","",67,"D-all times"
987908,157036,"D","25 Avenue","34","",69,"D-all times"
981054,170614,"N","8 Avenue","34","",71,"N-all times"
985262,166923,"N","New Utrecht Avenue","34","",73,"N-all times"
988547,164106,"N","20 Avenue","34","",75,"N-all times"
989700,159352,"N","Kings Highway","34","",77,"N-all times"
990308,155128,"N","86 Street","34","",79,"N-all times"
1029506,193296,"J,Z","111 Street","20","",81,"J-all times"
1025277,192046,"J,Z","Woodhaven Boulevard","20","",83,"J-all times, Z-rush hours AM westbound, PM eastbound"
1021053,191160,"J","75 Street / Elderts Lane","20","",85,"Z-rush hours AM westbound, PM eastbound, J-all other times"
1019216,188193,"J,Z","Crescent Street","33","",87,"J-all times, Z-rush hours AM westbound, PM eastbound"
1016093,186959,"J","Cleveland Street","33","",89,"J-all times"
1012396,185941,"J","Alabama Avenue","33","",91,"J-all times"
1009105,188070,"J,Z","Chauncey Street","33","",93,"Z-rush hours AM westbound, PM eastbound, J-all other times"
1005838,190520,"J,Z","Gates Avenue","33","",95,"Z-rush hours AM westbound, PM eastbound, J-all other times"
1002101,193290,"J,M,Z","Myrtle Avenue","33","",97,"J,M-all times, Z-rush hours AM westbound, PM eastbound"
998847,195710,"J,M","Lorimer Street","33","",99,"J-all times, skips weekdays AM westbound, PM eastbound, M-all times exc nights"
995941,197362,"J,M,Z","Marcy Avenue","33","",101,"J-all times, M-all times exc nights, Z-rush hours AM westbound, PM eastbound"
985967,201682,"J,Z","Bowery","04","",103,"J-all times, Z-rush hours AM westbound, PM eastbound"
983306,199127,"J,Z","Chambers Street","02","",105,"J-all times, Z-rush hours AM westbound, PM eastbound"
981185,196665,"J,Z","Broad Street","02","",107,"J-all times, Z-rush hours AM westbound, PM eastbound"
1013113,196591,"M","Fresh Pond Road","33","",109,"M-all times"
1009875,195382,"M","Seneca Avenue","33","",111,"M-all times"
1006511,193827,"M","Knickerbocker Avenue","33","",113,"M-all times"
983536,208797,"L","8 Avenue","02","",115,"L-all times"
986836,206971,"L","14 Street / Union Square","04","",117,"L-all times"
989327,205591,"L","1 Avenue","04","",119,"L-all times"
998042,199436,"L","Lorimer Street","33","",121,"L-all times"
1000746,198528,"L","Grand Street","33","",123,"L-all times"
1002785,196554,"L","Morgan Avenue","33","",125,"L-all times"
1006921,195661,"L","Dekalb Avenue","33","",127,"L-all times"
1010889,192687,"L","Halsey Street","33","",129,"L-all times"
1010526,188075,"L","Bushwick Avenue / Aberdeen Street","33","",131,"L-all times"
1011129,185338,"L","Atlantic Avenue","33","",133,"L-all times"
1011837,181226,"L","Livonia Avenue","33","",135,"L-all times"
1012124,176276,"L","East 105 Street","33","",137,"L-all times"
996502,187239,"S","Franklin Avenue","30","A",139,"S to Prospect Park-all times"
995556,183503,"S","Botanic Garden","32","",142,"S Franklin Av-Fulton St to Prospect Park-all times"
1004366,254608,"A","Dyckman Street / 200 Street","03","",144,"A-all times"
1001411,249579,"A","181 Street","03","",146,"A-all times"
1000973,245580,"A,C","168 Street / Washington Heights","03","",148,"A-all times, C-all times exc nights"
999724,239767,"A,B,C,D","145 Street","03","",151,"A,D-all times, B-weekdays and evenings, C-all times exc nights"
997469,234776,"A,B,C,D","125 Street","03","",153,"A,D-all times, B-weekdays and evenings, C-all times exc nights"
995860,230953,"A,B,C","110 Street / Cathedral Parkway","03","",155,"A-nights, B-weekdays and evenings, C-all times exc nights"
994052,227687,"A,B,C","96 Street","03","",157,"A-nights, B-weekdays and evenings, C-all times exc nights"
991977,223944,"A,B,C","81 Street / Museum of Natural History","01","",159,"A-nights, B-weekdays and evenings, C-all times exc nights"
989333,219171,"A,B,C,D","59 Street / Columbus Circle","01","",161,"A,D-all times, B-weekdays and evenings, C-all times exc nights"
987094,215185,"A,C,E","42 Street / Port Authority Bus Terminal","01","",163,"A,E-all times, C-all times exc nights"
984793,211030,"A,C,E","23 Street","02","",165,"A-nights, C-all other times, E-all times"
984165,206057,"A,B,C,D,E,F,M","West 4 Street / Washington Square","02","",167,"B,M-weekdays and evenings, D,F-all times"
982801,201892,"A,C,E","Canal Street","02","",169,"A,E-all times, C-all times exc nights"
981549,198883,"E","World Trade Center","02","",171,"E-all times"
986876,194064,"A,C","High Street","30","A",173,"A-all times, C-all times exc nights"
988400,190083,"A,C,G","Hoyt / Schermerhorn Streets","30","A",175,"A,G-all times, C-all times exc nights"
993725,188209,"A,C","Clinton / Washington Avenues","30","A",177,"A-nights, C-all other times"
998000,187182,"A,C","Nostrand Avenue","30","A",179,"A-all times, C-all times exc nights"
1003463,186795,"A,C","Utica Avenue","33","",181,"A-all times, C-all times exc nights"
1008674,186426,"A,C","Rockaway Avenue","33","",183,"A-nights, C-all other times"
1012946,185047,"A,C","Liberty Avenue","33","",185,"A-nights, C-all other times"
1017329,184903,"A,C","Shepherd Avenue","33","",187,"A-nights, C-all other times"
1021682,185971,"A","Grant Avenue","33","",189,"A-all times, S Euclid Av to Ozone Park-Lefferts Blvd-nights"
1025447,186996,"A","88 Street","23","",191,"A-all times, S Euclid Av to Ozone Park-Lefferts Blvd-nights"
1029270,187684,"A","104 Street","23","",193,"S Euclid Av to Ozone Park-Lefferts Blvd-nights, A-all other times"
1032563,189235,"A","Ozone Park / Lefferts Boulevard","23","",195,"S to Euclid Av-nights, A-all other times"
1030284,182776,"A","Aqueduct / North Conduit Avenue","23","",197,"A-all times"
1035386,160987,"A,S","Broad Channel","23","",199,"A,S to Rockaway Park-all times"
1034102,152599,"A,S","Beach 98 Street","23","",201,"A-rush hours AM northbound, PM southbound, S Broad Channel to Rockaway Park-all times"
1029919,150977,"A,S","Rockaway Park / Beach 116 Street","23","",203,"A-rush hours AM northbound, PM southbound, S to Broad Channel-all times"
1042983,155165,"A","Beach 60 Street","23","",205,"A-all times"
1048631,156281,"A","Beach 36 Street","23","",207,"A-all times"
1052169,159423,"A","Far Rockaway / Mott Avenue","23","",209,"A-all times"
1015463,257444,"B,D","Bedford Park Boulevard","11","",211,"B-rush hours, D-all times"
1012534,253087,"B,D","Fordham Road / Grand Concourse","11","",213,"B-rush hours, D-all times"
1010469,249119,"B,D","Tremont Avenue","11","",215,"B-rush hours, D-all times"
1008212,245071,"B,D","170 Street","11","",217,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound"
1004826,240914,"B,D","161 Street / Yankee Stadium","11","",219,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound"
1000337,213890,"F","21 Street / Queensbridge","20","",221,"F-all times"
993644,217850,"F,Q","Lexington Avenue / 63 Street","01","",223,"F-all times, Q all times"
989422,215671,"B,D,F,M","47-50 Streets / Rockefeller Center","01","",225,"B,M-weekdays and evenings, D,F-all times"
987638,212445,"B,D,F,M","34 Street / Herald Square","02","",227,"B,M-weekdays and evenings, D,F-all times"
985301,208233,"F,M","14 Street","02","",229,"F-all times, M-weekdays and evenings"
985982,200961,"B,D","Grand Street","04","",231,"B-weekdays and evenings, D-all times"
987555,201112,"F","Delancey Street / Essex Street","04","",233,"F-all times"
987887,194212,"F","York Street","30","B",235,"F-all times"
985652,187118,"F,G","Carroll Street","30","B",237,"F,G-all times"
987085,183475,"F,G","4 Avenue / 9 Street","30","B",239,"F,G-all times"
989872,179746,"F,G","15 Street / Prospect Park","30","B",241,"F,G-all times"
989878,174003,"F,G","Church Avenue","30","B",243,"F,G-all times"
990642,168714,"F","18 Avenue","34","",245,"F-all times"
991119,165427,"F","Bay Parkway","34","",247,"F-all times"
991746,161095,"F","Avenue P","34","",249,"F-all times"
991644,156389,"F","Avenue U","34","",251,"F-all times"
991308,150856,"F","Neptune Avenue","34","",253,"F-all times"
1041507,198205,"F","169 Street","20","",255,"F-all times"
1036698,196336,"F","Sutphin Boulevard","20","",257,"F-all times"
1031275,199464,"E,F","Kew Gardens / Union Turnpike","20","",259,"E,F-all times"
1027349,202211,"E,F,M,R","71 Avenue / Forest Hills","20","",261,"E,F-all times, M-weekdays and evenings, R-all times exc nights"
1022603,205180,"M,R","63 Drive / Rego Park","20","",263,"E-nights, R-all other times, M-weekdays and evenings"
1018275,207741,"M,R","Grand Avenue / Newton","20","",265,"E-nights, R-all other times, M-weekdays and evenings"
1014370,211280,"E,F,M,R","Jackson Heights / Roosevelt Ave","20","",267,"E,F-all times, M-weekdays and evenings, R-all times exc nights"
1010276,213565,"M,R","Northern Boulevard","20","",269,"E-nights, R-all other times, M-weekdays and evenings"
1006268,215078,"M,R","Steinway Street","20","",271,"E-nights, R-all other times, M-weekdays and evenings"
1001668,212134,"E,M,R","Queens Plaza","20","",273,"E-all times, M-weekdays and evenings, R-all times exc nights"
992818,215244,"E,M","Lexington Avenue / 53 Street","04","",275,"E-all times, M-weekdays and evenings"
989320,217248,"B,D,E","7 Avenue","01","",277,"D,E-all times, B-weekdays and evenings"
1037486,194503,"E,J,Z","Sutphin Boulevard / Archer Avenue","20","",279,"E,J-all times, Z-rush hours AM westbound, PM eastbound"
999818,211181,"G","Long Island City / Court Square","20","",281,"G-all times"
996881,205700,"G","Greenpoint Avenue","30","C",283,"G-all times"
997717,198963,"G","Metropolitan Avenue","30","C",285,"G-all times"
998049,194446,"G","Flushing Avenue","30","C",287,"G-all times"
997139,190530,"G","Bedford / Nostrand Avenues","30","C",289,"G-all times"
993458,189969,"G","Clinton / Washington Avenues","30","C",291,"G-all times"
1012291,263271,"1","242 Street / Van Cortlandt Park","03","",293,"1-all times"
1010567,259483,"1","231 Street","03","",295,"1-all times"
1007682,256051,"1","215 Street","03","",297,"1-all times"
1004848,252801,"1","200 Street / Dyckman Street","03","",299,"1-all times"
1002621,248782,"1","181 Street","03","",301,"1-all times"
999500,243146,"1","157 Street","03","",303,"1-all times"
997071,238760,"1","137 Street / City College","03","",305,"1-all times"
994186,233554,"1","116 Street / Columbia University","03","",307,"1-all times"
993005,230538,"1","103 Street","03","",309,"1-all times"
990836,226602,"1","86 Street","01","",311,"1-all times, 2-nights"
989243,222889,"1,2,3","72 Street","01","",313,"1,2,3-all times"
989256,219170,"1","59 Street / Columbus Circle","01","",315,"1-all times, 2-nights"
987715,214449,"1,2,3","42 Street / Times Square","01","",317,"1,2,3-all times"
986088,211507,"1","28 Street","02","",319,"1-all times, 2-nights"
984840,209257,"1","18 Street","02","",321,"1-all times, 2-nights"
983445,206482,"1","Christopher Street / Sheridan Square","02","",323,"1-all times, 2-nights"
982510,202632,"1","Canal Street","02","",325,"1-all times, 2-nights"
981681,199945,"1,2,3","Chambers Street","02","",327,"1,2-all times, 3-all times exc nights"
980429,197043,"1","Rector Street","02","",329,"1-all times"
981807,199060,"2,3","Park Place","02","",331,"2-all times, 3-all times exc nights"
981727,196791,"2,3","Wall Street","02","",333,"2-all times, 3-all times exc nights"
987024,191835,"2,3","Borough Hall","30","A",335,"2-all times, 3-all times exc nights"
989684,190047,"2,3,4,5","Nevins Street","30","A",337,"2,4-all times, 3-all times exc nights, 5-weekdays"
991184,187334,"2,3","Bergen Street","32","",339,"4-nights, 3-all other times, 2-all times"
995873,183657,"2,3,4,5","Franklin Avenue","32","",342,"2,4-all times, 3-all times exc nights, 5-weekdays"
1000295,183192,"3","Kingston Avenue","32","",344,"4-nights, 3-all other times"
1007463,180301,"3","Saratoga Avenue","32","",347,"4-nights, 3-all other times"
1011314,181055,"3","Junius Street","32","",349,"4-nights, 3-all other times"
1014932,181762,"3","Van Siclen Avenue","32","",351,"4-nights, 3-all other times"
997957,182608,"2,5","President Street","32","",353,"2-all times, 5 weekdays"
998101,178519,"2,5","Winthrop Street","32","",355,"2-all times, 5-weekdays"
998445,174316,"2,5","Beverly Road","32","",357,"2-all times, 5-weekdays"
998810,169842,"2,5","Flatbush Avenue / Brooklyn College","32","",359,"2-all times, 5-weekdays"
1030573,247837,"6","Buhre Avenue","12","C",361,"6 Express-weekdays AM southbound, PM northbound, 6-all other times"
1027705,245312,"6","East Tremont Avenue / Westchester Square","12","C",363,"6 Express-weekdays AM southbound, PM northbound, 6-all other times"
1025420,243254,"6","Castle Hill Avenue","12","C",365,"6 Express-weekdays AM southbound, PM northbound, 6-all other times"
1020885,242246,"6","St. Lawrence Avenue","12","C",367,"6-all times"
1017692,241176,"6","Elder Avenue","12","C",369,"6-all times"
1014544,238390,"6","Hunts Point Avenue","12","C",371,"6-all times, 6 Express-weekdays AM southbound, PM northbound"
1010797,235168,"6","East 149 Street","12","C",373,"6-all times"
1008047,232706,"6","Cypress Avenue","12","C",375,"6-all times"
1004697,234564,"6","3 Avenue / 138 Street","12","C",377,"6-all times, 6 Express-weekdays AM southbound, PM northbound"
1016147,259815,"4","Mosholu Parkway","11","",379,"4-all times"
1012690,255443,"4","Kingsbridge Road","11","",381,"4-all times"
1010839,252033,"4","183 Street","11","",383,"4-all times"
1008653,248414,"4","176 Street","11","",385,"4-all times"
1006997,245350,"4","170 Street","11","",387,"4-all times"
1004815,241033,"4","161 Street / Yankee Stadium","11","",389,"4-all times"
1003668,235564,"4","138 Street / Grand Concourse","11","",391,"4-all times, skips rush hours AM southbound, PM northbound, 5-all times exc nights"
1000415,230244,"6","116 Street","04","",393,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
998794,227318,"6","103 Street","04","",395,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
996550,223270,"4,5,6","86 Street","04","",397,"4,6-all times, 5-all times exc nights, 6 Express-weekdays AM southbound, PM northbound"
994258,219133,"6","68 Street / Hunter College","04","",399,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
992029,215112,"6","51 Street","04","",401,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
989217,211095,"6","33 Street","04","",403,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
987964,208829,"6","23 Street","04","",405,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
986725,205255,"6","Astor Place","04","",407,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
985042,202430,"6","Spring Street","04","",409,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
983105,199065,"4,5,6","Brooklyn Bridge / City Hall","02","",411,"4,6-all times, 5-all times exc nights, 6 Express-weekdays AM southbound, PM northbound"
980961,197059,"4,5","Wall Street","02","",413,"4-all times, 5-weekdays"
986981,191538,"4,5","Borough Hall","30","A",415,"4-all times, 5-weekdays"
1024525,266582,"2,5","238 Street / Nereid Avenue","12","A",417,"2-all times, 5-rush hours AM southbound, PM northbound"
1022900,262841,"2,5","225 Street","12","A",419,"2-all times, 5-rush hours AM southbound, PM northbound"
1021269,259127,"2,5","Gun Hill Road","12","A",421,"2-all times, 5-rush hours AM southbound, PM northbound"
1020972,254624,"2,5","Allerton Avenue","12","A",423,"2-all times, 5-rush hours AM southbound, PM northbound"
1020671,248534,"2,5","Bronx Park East","12","A",425,"2-all times, 5-rush hours AM southbound, PM northbound"
1017464,245410,"2,5","East Tremont Avenue / West Farms Square","12","B",427,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound"
1014206,241683,"2,5","Freeman Street","12","B",429,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound"
1012863,238823,"2,5","Intervale Avenue","12","B",431,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound"
1009798,236741,"2,5","Jackson Avenue","12","B",433,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound"
1004532,237425,"2,5","149 Street / Grand Concourse","11","",435,"2-all times, 5-all times exc nights"
1001896,238185,"3","145 Street","03","",437,"3-all times, exit only northbound"
999339,233568,"2,3","125 Street","03","",439,"2,3-all times"
997589,230405,"2,3","110 Street / Central Park North","03","",441,"2,3-all times"
1028886,259440,"5","Baychester Avenue","12","A",443,"5-all times"
1024261,252262,"5","Pelham Parkway","12","A",445,"5-all times"
1031337,216065,"E,M","Main Street / Flushing","20","",447,"7-all times, 7 Express-rush hours AM westbound, PM eastbound"
1024332,213185,"7","111 Street / Roosevelt Ave","20","",449,"7-all times"
1020401,212237,"7","Junction Boulevard","20","",451,"7-all times, 7 Express-rush hours AM westbound, PM eastbound"
1016476,211690,"7","82 Street / Jackson Heights","20","",453,"7-all times"
1012955,211200,"7","69 Street","20","",455,"7-all times"
1008482,210402,"7","52 Street","20","",457,"7-all times"
1005305,210265,"7","40 Street","20","",459,"7-all times"
1000829,212759,"N,W,7","Queensboro Plaza","20","",461,"7,N-all times, 7 Express-rush hours AM westbound, PM eastbound, W part time"
998406,209690,"7","Hunters Point Avenue","20","",463,"7-all times, 7 Express-rush hours AM westbound, PM eastbound"
990888,213044,"7","42 Street / Grand Central","04","",465,"7-all times, 7 Express-rush hours AM westbound, PM eastbound"
987660,214518,"7","42 Street / Times Square","01","",467,"7-all times, 7 Express-rush hours AM westbound, PM eastbound"
